Movie_Title,Genre,Actor,Actress,Director,Language,Year,Rating,Duration (min),Title
Movie 940,Sci-Fi,Robert Downey Jr.,Jennifer Lawrence,Quentin Tarantino,German,2001,4.8,164,The Final Hour
Movie 941,Thriller,Brad Pitt,Angelina Jolie,James Cameron,German,2002,1.1,139,Guardians of Fate
Movie 942,Thriller,Leonardo DiCaprio,Emma Stone,Quentin Tarantino,Spanish,2018,7.1,177,The Phantom's Lament
Movie 943,Fantasy,Emma Watson,Jennifer Lawrence,Christopher Nolan,Japanese,1997,7.9,170,Echoes of Destiny
Movie 944,Action,Emma Watson,Margot Robbie,Quentin Tarantino,Spanish,1981,5.6,134,The Phantom's Lament
Movie 945,Sci-Fi,Emma Watson,Anne Hathaway,James Cameron,French,1987,2.1,168,The Phantom's Lament
Movie 946,Drama,Emma Watson,Angelina Jolie,Quentin Tarantino,English,2014,6.6,136,Reign of Shadows
Movie 947,Fantasy,Emma Watson,Anne Hathaway,Martin Scorsese,Japanese,1987,3.2,161,The Golden Empire
Movie 948,Horror,Leonardo DiCaprio,Jennifer Lawrence,James Cameron,English,1985,8.3,121,The Forgotten Realm
Movie 949,Drama,Brad Pitt,Margot Robbie,Christopher Nolan,German,2008,6.0,109,Beyond the Mist
Movie 950,Drama,Brad Pitt,Anne Hathaway,Martin Scorsese,Japanese,2022,8.2,152,The Final Hour
Movie 951,Horror,Scarlett Johansson,Natalie Portman,Martin Scorsese,Japanese,2004,3.6,153,The Secret Heir
Movie 952,Thriller,Emma Watson,Margot Robbie,Martin Scorsese,Japanese,2000,4.1,111,Shadows of Time
Movie 953,Fantasy,Emma Watson,Angelina Jolie,Christopher Nolan,English,2009,3.1,169,Echoes of Destiny
Movie 954,Thriller,Emma Watson,Natalie Portman,Martin Scorsese,French,2020,8.8,116,The Secret Heir
Movie 955,Sci-Fi,Tom Hanks,Angelina Jolie,Martin Scorsese,Spanish,2021,1.1,114,Chaos and Calm
Movie 956,Action,Tom Hanks,Natalie Portman,Quentin Tarantino,French,1994,6.4,157,The Final Hour
Movie 957,Sci-Fi,Brad Pitt,Natalie Portman,James Cameron,Mandarin,1996,1.9,120,The Eternal Horizon
Movie 958,Horror,Leonardo DiCaprio,Margot Robbie,James Cameron,German,2005,9.4,141,The Crimson Legacy
Movie 959,Romance,Brad Pitt,Jennifer Lawrence,Steven Spielberg,German,2001,4.6,127,Shadows of Time
Movie 960,Fantasy,Leonardo DiCaprio,Angelina Jolie,Christopher Nolan,German,1985,2.8,92,The Silent Voyage
Movie 961,Comedy,Tom Hanks,Natalie Portman,Martin Scorsese,German,2018,8.9,163,Voices from the Past
Movie 962,Drama,Emma Watson,Jennifer Lawrence,Christopher Nolan,French,1996,7.4,127,Shadows of Time
Movie 963,Horror,Scarlett Johansson,Emma Stone,Christopher Nolan,English,2006,8.4,128,Serenade of Souls
Movie 964,Sci-Fi,Tom Hanks,Natalie Portman,James Cameron,Mandarin,1985,6.7,144,The Last Symphony
Movie 965,Comedy,Leonardo DiCaprio,Angelina Jolie,Steven Spielberg,English,2004,7.8,143,Serenade of Souls
Movie 966,Romance,Emma Watson,Jennifer Lawrence,Quentin Tarantino,Mandarin,1992,6.7,175,The Phantom's Lament
Movie 967,Fantasy,Scarlett Johansson,Anne Hathaway,Steven Spielberg,Japanese,1992,2.9,154,The Golden Empire
Movie 968,Comedy,Tom Hanks,Emma Stone,Steven Spielberg,Japanese,1985,2.2,91,Dreams of Tomorrow
Movie 969,Horror,Robert Downey Jr.,Emma Stone,Martin Scorsese,Spanish,1997,7.2,178,The Crimson Legacy
Movie 970,Fantasy,Brad Pitt,Natalie Portman,Quentin Tarantino,Spanish,2017,7.3,162,The Silent Voyage
Movie 971,Drama,Leonardo DiCaprio,Angelina Jolie,Steven Spielberg,French,1994,2.6,135,Whispers in the Dark
Movie 972,Comedy,Leonardo DiCaprio,Jennifer Lawrence,Christopher Nolan,Mandarin,2008,9.5,173,Dreams of Tomorrow
Movie 973,Thriller,Robert Downey Jr.,Margot Robbie,Christopher Nolan,English,2012,9.3,123,The Last Symphony
Movie 974,Fantasy,Brad Pitt,Jennifer Lawrence,Quentin Tarantino,French,2010,8.1,170,Guardians of Fate
Movie 975,Fantasy,Emma Watson,Natalie Portman,Martin Scorsese,Spanish,1994,8.1,156,Serenade of Souls
Movie 976,Sci-Fi,Leonardo DiCaprio,Jennifer Lawrence,Quentin Tarantino,Spanish,2010,4.8,99,Serenade of Souls
Movie 977,Comedy,Robert Downey Jr.,Emma Stone,Steven Spielberg,German,2004,8.7,163,The Last Symphony
Movie 978,Comedy,Brad Pitt,Emma Stone,Steven Spielberg,German,2000,2.4,169,Rise of Legends
Movie 979,Comedy,Tom Hanks,Angelina Jolie,Martin Scorsese,German,2019,3.5,160,The Secret Heir
Movie 980,Horror,Tom Hanks,Natalie Portman,Steven Spielberg,French,2021,6.9,140,Chaos and Calm
Movie 981,Comedy,Brad Pitt,Margot Robbie,Christopher Nolan,Spanish,2009,4.4,139,The Forgotten Realm
Movie 982,Thriller,Tom Hanks,Emma Stone,Quentin Tarantino,Spanish,1993,4.1,160,The Secret Heir
Movie 983,Horror,Tom Hanks,Jennifer Lawrence,Quentin Tarantino,Spanish,1989,1.2,137,Whispers in the Dark
Movie 984,Action,Scarlett Johansson,Margot Robbie,James Cameron,Spanish,2002,9.4,118,The Phantom's Lament
Movie 985,Romance,Leonardo DiCaprio,Angelina Jolie,Quentin Tarantino,German,2010,6.8,102,Reign of Shadows
Movie 986,Thriller,Tom Hanks,Anne Hathaway,Quentin Tarantino,German,2012,4.4,96,The Last Symphony
Movie 987,Action,Brad Pitt,Emma Stone,Martin Scorsese,Spanish,1996,4.7,128,Dreams of Tomorrow
Movie 988,Romance,Scarlett Johansson,Margot Robbie,Quentin Tarantino,English,2022,1.8,100,Whispers in the Dark
Movie 989,Comedy,Tom Hanks,Emma Stone,Christopher Nolan,English,2020,6.4,151,Guardians of Fate
Movie 990,Thriller,Robert Downey Jr.,Jennifer Lawrence,Martin Scorsese,French,2006,4.4,136,The Phantom's Lament
Movie 991,Romance,Tom Hanks,Emma Stone,Steven Spielberg,German,2019,4.7,173,The Last Symphony
Movie 992,Fantasy,Scarlett Johansson,Emma Stone,James Cameron,Japanese,2022,5.4,180,Serenade of Souls
Movie 993,Comedy,Scarlett Johansson,Emma Stone,Christopher Nolan,Spanish,2014,1.3,95,Beyond the Mist
Movie 994,Action,Scarlett Johansson,Jennifer Lawrence,Christopher Nolan,German,2011,6.2,178,Voices from the Past
Movie 995,Sci-Fi,Scarlett Johansson,Emma Stone,Quentin Tarantino,German,2004,4.4,173,Voices from the Past
Movie 996,Action,Robert Downey Jr.,Margot Robbie,Steven Spielberg,German,1996,5.0,105,Chaos and Calm
Movie 997,Sci-Fi,Emma Watson,Anne Hathaway,Martin Scorsese,Spanish,2013,1.5,146,The Eternal Horizon
Movie 998,Thriller,Scarlett Johansson,Anne Hathaway,Steven Spielberg,French,1980,8.8,132,Chaos and Calm
Movie 999,Thriller,Robert Downey Jr.,Emma Stone,Christopher Nolan,French,2009,7.9,127,The Golden Empire
Movie 1000,Romance,Scarlett Johansson,Anne Hathaway,James Cameron,Spanish,1998,4.2,144,Echoes of Destiny
